Continent,Country,Segment,Types,CAGR,Attribute,Value
Europe,France,Distribution Channel,Online,0.07,2023,285.9397156
Europe,France,Distribution Channel,Online,0.07,2024,305.2292841
Europe,France,Distribution Channel,Online,0.07,2025,326.2585925
Europe,France,Distribution Channel,Online,0.07,2026,349.2073891
Europe,France,Distribution Channel,Online,0.07,2027,374.2759254
Europe,France,Distribution Channel,Online,0.07,2028,401.6874894
Europe,France,Distribution Channel,Online,0.07,2029,431.6912702
Europe,France,Distribution Channel,Online,0.07,2030,464.5656
Europe,France,Distribution Channel,Others,0.05,2017,441.4877525
Europe,France,Distribution Channel,Others,0.05,2018,456.9375307
Europe,France,Distribution Channel,Others,0.05,2019,473.676036
Europe,France,Distribution Channel,Others,0.05,2020,333.1466357
Europe,France,Distribution Channel,Others,0.05,2021,344.264049
Europe,France,Distribution Channel,Others,0.05,2022,356.3727202
Europe,France,Distribution Channel,Others,0.05,2023,370.9824898
Europe,France,Distribution Channel,Others,0.05,2024,386.8032923
Europe,France,Distribution Channel,Others,0.05,2025,403.9342688
Europe,France,Distribution Channel,Others,0.05,2026,422.4846372
Europe,France,Distribution Channel,Others,0.05,2027,442.5747396
Europe,France,Distribution Channel,Others,0.05,2028,464.3372103
Europe,France,Distribution Channel,Others,0.05,2029,487.9182777
Europe,France,Distribution Channel,Others,0.05,2030,513.4792161
Europe,Rest of Europe,Product,Spring Water,0.05,2017,1307.50268
Europe,Rest of Europe,Product,Spring Water,0.05,2018,1365.536837
Europe,Rest of Europe,Product,Spring Water,0.05,2019,1428.938994
Europe,Rest of Europe,Product,Spring Water,0.05,2020,1015.069461
Europe,Rest of Europe,Product,Spring Water,0.05,2021,1059.392415
Europe,Rest of Europe,Product,Spring Water,0.05,2022,1108.591871
Europe,Rest of Europe,Product,Spring Water,0.05,2023,1162.054538
Europe,Rest of Europe,Product,Spring Water,0.05,2024,1220.162863
Europe,Rest of Europe,Product,Spring Water,0.05,2025,1283.340708
Europe,Rest of Europe,Product,Spring Water,0.05,2026,1352.05806
Europe,Rest of Europe,Product,Spring Water,0.05,2027,1426.836332
Europe,Rest of Europe,Product,Spring Water,0.05,2028,1508.254323
Europe,Rest of Europe,Product,Spring Water,0.05,2029,1596.954937
Europe,Rest of Europe,Product,Spring Water,0.05,2030,1693.652739
Europe,Rest of Europe,Product,Sparkling Water,0.06,2017,831.7923418
Europe,Rest of Europe,Product,Sparkling Water,0.06,2018,875.683468
Europe,Rest of Europe,Product,Sparkling Water,0.06,2019,923.6728178
Europe,Rest of Europe,Product,Sparkling Water,0.06,2020,661.3791287
Europe,Rest of Europe,Product,Sparkling Water,0.06,2021,695.7472365
Europe,Rest of Europe,Product,Sparkling Water,0.06,2022,733.8309765
Europe,Rest of Europe,Product,Sparkling Water,0.06,2023,775.30136
Europe,Rest of Europe,Product,Sparkling Water,0.06,2024,820.4868708
Europe,Rest of Europe,Product,Sparkling Water,0.06,2025,869.7528568
Europe,Rest of Europe,Product,Sparkling Water,0.06,2026,923.5059586
Europe,Rest of Europe,Product,Sparkling Water,0.06,2027,982.1991116
Europe,Rest of Europe,Product,Sparkling Water,0.06,2028,1046.337199
Europe,Rest of Europe,Product,Sparkling Water,0.06,2029,1116.483448
Europe,Rest of Europe,Product,Sparkling Water,0.06,2030,1193.266658
Europe,Rest of Europe,Product,Mineral Water,0.06,2017,1792.163997
Europe,Rest of Europe,Product,Mineral Water,0.06,2018,1874.252986
Europe,Rest of Europe,Product,Mineral Water,0.06,2019,1963.948991
Europe,Rest of Europe,Product,Mineral Water,0.06,2020,1397.031215
Europe,Rest of Europe,Product,Mineral Water,0.06,2021,1460.034632
Europe,Rest of Europe,Product,Mineral Water,0.06,2022,1529.94588
Europe,Rest of Europe,Product,Mineral Water,0.06,2023,1605.946645
Europe,Rest of Europe,Product,Mineral Water,0.06,2024,1688.592211
Europe,Rest of Europe,Product,Mineral Water,0.06,2025,1778.498462
Europe,Rest of Europe,Product,Mineral Water,0.06,2026,1876.348862
Europe,Rest of Europe,Product,Mineral Water,0.06,2027,1982.902319
Europe,Rest of Europe,Product,Mineral Water,0.06,2028,2099.002031
Europe,Rest of Europe,Product,Mineral Water,0.06,2029,2225.585466
Europe,Rest of Europe,Product,Mineral Water,0.06,2030,2363.695607
Europe,Rest of Europe,Product,Others,0.06,2017,338.7329803
Europe,Rest of Europe,Product,Others,0.06,2018,355.1945608
Europe,Rest of Europe,Product,Others,0.06,2019,373.1866539
Europe,Rest of Europe,Product,Others,0.06,2020,266.1700972
Europe,Rest of Europe,Product,Others,0.06,2021,278.9157359
Europe,Rest of Europe,Product,Others,0.06,2022,293.050247
Europe,Rest of Europe,Product,Others,0.06,2023,308.4272643
Europe,Rest of Europe,Product,Others,0.06,2024,325.1633007
Europe,Rest of Europe,Product,Others,0.06,2025,343.3877506
Europe,Rest of Europe,Product,Others,0.06,2026,363.2444036
Europe,Rest of Europe,Product,Others,0.06,2027,384.8931508
Europe,Rest of Europe,Product,Others,0.06,2028,408.511911
Europe,Rest of Europe,Product,Others,0.06,2029,434.2988035
Europe,Rest of Europe,Product,Others,0.06,2030,462.4746038
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2017,1743.741729
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2018,1818.40504
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2019,1899.989238
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2020,1180.56624
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2021,1299.452078
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2022,1357.671188
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2023,1414.988161
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2024,1477.236946
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2025,1544.8385
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2026,1618.258575
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2027,1698.012629
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2028,1784.671343
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2029,1878.866809
Europe,Rest of Europe,Distribution Channel,Supermarkets & Hypermarkets,0.05,2030,1981.299476
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2017,892.0143978
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2018,935.3258623
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2019,982.6663181
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2020,700.8476664
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2021,734.3834069
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2022,771.575565
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2023,812.0387093
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2024,856.0796015
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2025,904.0389338
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2026,956.2953175
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2027,1013.26978
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2028,1075.430841
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2029,1143.300236
Europe,Rest of Europe,Distribution Channel,Specialty Stores,0.06,2030,1217.459396
Europe,Rest of Europe,Distribution Channel,Online,0.08,2017,635.4792262
Europe,Rest of Europe,Distribution Channel,Online,0.08,2018,679.7709518
Europe,Rest of Europe,Distribution Channel,Online,0.08,2019,728.5777346
Europe,Rest of Europe,Distribution Channel,Online,0.08,2020,696.9849346
Europe,Rest of Europe,Distribution Channel,Online,0.08,2021,636.6232017
Europe,Rest of Europe,Distribution Channel,Online,0.08,2022,680.6683036
Europe,Rest of Europe,Distribution Channel,Online,0.08,2023,728.7472796
Europe,Rest of Europe,Distribution Channel,Online,0.08,2024,781.2838909
Europe,Rest of Europe,Distribution Channel,Online,0.08,2025,838.7510323
Europe,Rest of Europe,Distribution Channel,Online,0.08,2026,901.6769097
Europe,Rest of Europe,Distribution Channel,Online,0.08,2027,970.6520415
Europe,Rest of Europe,Distribution Channel,Online,0.08,2028,1046.337199
Europe,Rest of Europe,Distribution Channel,Online,0.08,2029,1129.472422
Europe,Rest of Europe,Distribution Channel,Online,0.08,2030,1220.887249
Europe,Rest of Europe,Distribution Channel,Others,0.05,2017,998.9566457
Europe,Rest of Europe,Distribution Channel,Others,0.05,2018,1037.165997
Europe,Rest of Europe,Distribution Channel,Others,0.05,2019,1078.514166
Europe,Rest of Europe,Distribution Channel,Others,0.05,2020,761.2510607
Europe,Rest of Europe,Distribution Channel,Others,0.05,2021,823.6313331
Europe,Rest of Europe,Distribution Channel,Others,0.05,2022,855.5039179
Europe,Rest of Europe,Distribution Channel,Others,0.05,2023,895.9556571
Europe,Rest of Europe,Distribution Channel,Others,0.05,2024,939.8048077
Europe,Rest of Europe,Distribution Channel,Others,0.05,2025,987.3513114
Europe,Rest of Europe,Distribution Channel,Others,0.05,2026,1038.926483
Europe,Rest of Europe,Distribution Channel,Others,0.05,2027,1094.896462
Europe,Rest of Europe,Distribution Channel,Others,0.05,2028,1155.666081
Europe,Rest of Europe,Distribution Channel,Others,0.05,2029,1221.683186
Europe,Rest of Europe,Distribution Channel,Others,0.05,2030,1293.443487
Asia Pacific,China,Product,Spring Water,0.08,2017,497.9287628
Asia Pacific,China,Product,Spring Water,0.08,2018,534.9708605
Asia Pacific,China,Product,Spring Water,0.08,2019,575.8074789
Asia Pacific,China,Product,Spring Water,0.08,2020,420.6659354
Asia Pacific,China,Product,Spring Water,0.08,2021,451.4644374
Asia Pacific,China,Product,Spring Water,0.08,2022,485.7541726
Asia Pacific,China,Product,Spring Water,0.08,2023,523.4899917
Asia Pacific,China,Product,Spring Water,0.08,2024,565.0686878
Asia Pacific,China,Product,Spring Water,0.08,2025,610.9379664
Asia Pacific,China,Product,Spring Water,0.08,2026,661.6035686
Asia Pacific,China,Product,Spring Water,0.08,2027,717.6374662
Asia Pacific,China,Product,Spring Water,0.08,2028,779.6872994
Asia Pacific,China,Product,Spring Water,0.08,2029,848.4872587
Asia Pacific,China,Product,Spring Water,0.08,2030,924.8706449
Asia Pacific,China,Product,Sparkling Water,0.09,2017,319.8267824
Asia Pacific,China,Product,Sparkling Water,0.09,2018,346.3655005
Asia Pacific,China,Product,Sparkling Water,0.09,2019,375.775303
Asia Pacific,China,Product,Sparkling Water,0.09,2020,276.7097164
Asia Pacific,China,Product,Sparkling Water,0.09,2021,299.3205919
Asia Pacific,China,Product,Sparkling Water,0.09,2022,324.5978056
Asia Pacific,China,Product,Sparkling Water,0.09,2023,352.5685475
Asia Pacific,China,Product,Sparkling Water,0.09,2024,383.5596114
Asia Pacific,China,Product,Sparkling Water,0.09,2025,417.9416298
Asia Pacific,China,Product,Sparkling Water,0.09,2026,456.1354577
Asia Pacific,China,Product,Sparkling Water,0.09,2027,498.6195529
Asia Pacific,China,Product,Sparkling Water,0.09,2028,545.9385162
Asia Pacific,China,Product,Sparkling Water,0.09,2029,598.7129883
Asia Pacific,China,Product,Sparkling Water,0.09,2030,657.6511286
Asia Pacific,China,Product,Mineral Water,0.09,2017,681.1595587
Asia Pacific,China,Product,Mineral Water,0.09,2018,732.8277605
Asia Pacific,China,Product,Mineral Water,0.09,2019,789.8440201
Asia Pacific,China,Product,Mineral Water,0.09,2020,577.8242186
Asia Pacific,China,Product,Mineral Water,0.09,2021,620.9811692
Asia Pacific,China,Product,Mineral Water,0.09,2022,669.0676824
Asia Pacific,China,Product,Mineral Water,0.09,2023,722.0423572
Asia Pacific,China,Product,Mineral Water,0.09,2024,780.4740667
Asia Pacific,China,Product,Mineral Water,0.09,2025,845.0053673
Asia Pacific,China,Product,Mineral Water,0.09,2026,916.3628988
Asia Pacific,China,Product,Mineral Water,0.09,2027,995.3693615
Asia Pacific,China,Product,Mineral Water,0.09,2028,1082.957326
Asia Pacific,China,Product,Mineral Water,0.09,2029,1180.185171
Asia Pacific,China,Product,Mineral Water,0.09,2030,1288.255504
Asia Pacific,China,Product,Others,0.09,2017,131.2707129
Asia Pacific,China,Product,Others,0.09,2018,141.6025849
Asia Pacific,China,Product,Others,0.09,2019,153.0242867
Asia Pacific,China,Product,Others,0.09,2020,112.2442275
Asia Pacific,China,Product,Others,0.09,2021,120.9470946
Asia Pacific,China,Product,Others,0.09,2022,130.6577847
Asia Pacific,China,Product,Others,0.09,2023,141.3759834
Asia Pacific,China,Product,Others,0.09,2024,153.2211328
Asia Pacific,China,Product,Others,0.09,2025,166.328394
Asia Pacific,China,Product,Others,0.09,2026,180.850898
Asia Pacific,China,Product,Others,0.09,2027,196.9623429
Asia Pacific,China,Product,Others,0.09,2028,214.8599927
Asia Pacific,China,Product,Others,0.09,2029,234.7681461
Asia Pacific,China,Product,Others,0.09,2030,256.942151
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2017,653.1087168
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2018,700.7635621
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2019,753.2591768
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2020,480.1944023
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2021,544.2432666
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2022,584.6191204
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2023,626.8034255
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2024,673.1214282
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2025,724.0377172
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2026,780.0753165
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2027,841.8237145
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2028,909.9480813
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2029,985.1998606
Asia Pacific,China,Distribution Channel,Supermarkets & Hypermarkets,0.08,2030,1068.428957
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2017,325.7548205
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2018,351.5001229
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2019,379.9679796
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2020,278.794388
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2021,300.5037284
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2022,324.7320555
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2023,351.4811081
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2024,381.0504871
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2025,413.7793135
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2026,450.0519
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2027,490.3042962
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2028,535.0318496
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2029,584.7979521
Asia Pacific,China,Distribution Channel,Specialty Stores,0.09,2030,640.244167
Asia Pacific,China,Distribution Channel,Online,0.11,2017,231.1643748
Asia Pacific,China,Distribution Channel,Online,0.11,2018,254.5565319
Asia Pacific,China,Distribution Channel,Online,0.11,2019,280.8241638
Asia Pacific,China,Distribution Channel,Online,0.11,2020,279.7087301
Asia Pacific,China,Distribution Channel,Online,0.11,2021,276.1519592
Asia Pacific,China,Distribution Channel,Online,0.11,2022,303.3385907
Asia Pacific,China,Distribution Channel,Online,0.11,2023,333.6316655
Asia Pacific,China,Distribution Channel,Online,0.11,2024,367.4295469
Asia Pacific,China,Distribution Channel,Online,0.11,2025,405.1863728
Asia Pacific,China,Distribution Channel,Online,0.11,2026,447.4204703
Asia Pacific,China,Distribution Channel,Online,0.11,2027,494.7241238
Asia Pacific,China,Distribution Channel,Online,0.11,2028,547.7749264
Asia Pacific,China,Distribution Channel,Online,0.11,2029,607.3489862
Asia Pacific,China,Distribution Channel,Online,0.11,2030,674.3363088
Asia Pacific,China,Distribution Channel,Others,0.08,2017,420.1579048
Asia Pacific,China,Distribution Channel,Others,0.08,2018,448.9464896
Asia Pacific,China,Distribution Channel,Others,0.08,2019,480.3997684
Asia Pacific,China,Distribution Channel,Others,0.08,2020,348.7465775
Asia Pacific,China,Distribution Channel,Others,0.08,2021,371.8143387
Asia Pacific,China,Distribution Channel,Others,0.08,2022,397.3876787
Asia Pacific,China,Distribution Channel,Others,0.08,2023,427.5606806
Asia Pacific,China,Distribution Channel,Others,0.08,2024,460.7220365
Asia Pacific,China,Distribution Channel,Others,0.08,2025,497.209954
Asia Pacific,China,Distribution Channel,Others,0.08,2026,537.4051364
Asia Pacific,China,Distribution Channel,Others,0.08,2027,581.736589
Asia Pacific,China,Distribution Channel,Others,0.08,2028,630.6882768
Asia Pacific,China,Distribution Channel,Others,0.08,2029,684.8067648
Asia Pacific,China,Distribution Channel,Others,0.08,2030,744.7099959
Asia Pacific,India,Product,Spring Water,0.09,2017,149.1401703
Asia Pacific,India,Product,Spring Water,0.09,2018,160.4677328
Asia Pacific,India,Product,Spring Water,0.09,2019,172.9673805
Asia Pacific,India,Product,Spring Water,0.09,2020,126.5472525
Asia Pacific,India,Product,Spring Water,0.09,2021,136.0086541
Asia Pacific,India,Product,Spring Water,0.09,2022,146.550166
Asia Pacific,India,Product,Spring Water,0.09,2023,158.1627087
Asia Pacific,India,Product,Spring Water,0.09,2024,170.9708422
Asia Pacific,India,Product,Spring Water,0.09,2025,185.1152444
Asia Pacific,India,Product,Spring Water,0.09,2026,200.7549841
Asia Pacific,India,Product,Spring Water,0.09,2027,218.0701374
Asia Pacific,India,Product,Spring Water,0.09,2028,237.2648045
Asia Pacific,India,Product,Spring Water,0.09,2029,258.5705901
Asia Pacific,India,Product,Spring Water,0.09,2030,282.2506262
Asia Pacific,India,Product,Sparkling Water,0.09,2017,94.75224421
Asia Pacific,India,Product,Sparkling Water,0.09,2018,102.7671592
Asia Pacific,India,Product,Sparkling Water,0.09,2019,111.6585372
Asia Pacific,India,Product,Sparkling Water,0.09,2020,82.3438223
Asia Pacific,India,Product,Sparkling Water,0.09,2021,89.20415072
Asia Pacific,India,Product,Sparkling Water,0.09,2022,96.88016015
Asia Pacific,India,Product,Sparkling Water,0.09,2023,105.3834928
Asia Pacific,India,Product,Sparkling Water,0.09,2024,114.8155217
Asia Pacific,India,Product,Sparkling Water,0.09,2025,125.2913359
Asia Pacific,India,Product,Sparkling Water,0.09,2026,136.9417535
Asia Pacific,India,Product,Sparkling Water,0.09,2027,149.9156502
Asia Pacific,India,Product,Sparkling Water,0.09,2028,164.382658
Asia Pacific,India,Product,Sparkling Water,0.09,2029,180.5362938
Asia Pacific,India,Product,Sparkling Water,0.09,2030,198.5975933
Asia Pacific,India,Product,Mineral Water,0.09,2017,204.3292493
Asia Pacific,India,Product,Mineral Water,0.09,2018,220.1468886
Asia Pacific,India,Product,Mineral Water,0.09,2019,237.618399
Asia Pacific,India,Product,Mineral Water,0.09,2020,174.0851402
Asia Pacific,India,Product,Mineral Water,0.09,2021,187.357362
Asia Pacific,India,Product,Mineral Water,0.09,2022,202.1565884
Asia Pacific,India,Product,Mineral Water,0.09,2023,218.476728
Asia Pacific,India,Product,Mineral Water,0.09,2024,236.4965414
Asia Pacific,India,Product,Mineral Water,0.09,2025,256.4181393
Asia Pacific,India,Product,Mineral Water,0.09,2026,278.470303
Asia Pacific,India,Product,Mineral Water,0.09,2027,302.9123131
Asia Pacific,India,Product,Mineral Water,0.09,2028,330.0383665
Asia Pacific,India,Product,Mineral Water,0.09,2029,360.1826807
Asia Pacific,India,Product,Mineral Water,0.09,2030,393.7253968
Asia Pacific,India,Product,Others,0.09,2017,38.46002006
Asia Pacific,India,Product,Others,0.09,2018,41.54820865
Asia Pacific,India,Product,Others,0.09,2019,44.96556323
Asia Pacific,India,Product,Others,0.09,2020,33.03097053
Asia Pacific,India,Product,Others,0.09,2021,35.64425162
Asia Pacific,India,Product,Others,0.09,2022,38.56250094
Asia Pacific,India,Product,Others,0.09,2023,41.78693168
Asia Pacific,India,Product,Others,0.09,2024,45.35420512
Asia Pacific,India,Product,Others,0.09,2025,49.30584873
Asia Pacific,India,Product,Others,0.09,2026,53.68895831
Asia Pacific,India,Product,Others,0.09,2027,58.55700893
Asia Pacific,India,Product,Others,0.09,2028,63.97079236
Asia Pacific,India,Product,Others,0.09,2029,69.9995021
Asia Pacific,India,Product,Others,0.09,2030,76.72199069
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2017,204.1427002
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2018,219.4211486
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2019,236.2703
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2020,151.8842234
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2021,171.9798723
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2022,185.0419066
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2023,198.6253026
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2024,213.5511435
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2025,229.9715412
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2026,248.0578696
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2027,268.0034275
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2028,290.0264974
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2029,314.3738639
Asia Pacific,India,Distribution Channel,Supermarkets & Hypermarkets,0.08,2030,341.3248637
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2017,104.2942961
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2018,112.7104094
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2019,122.0263206
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2020,89.67216366
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2021,96.80320289
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2022,104.768422
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2023,113.5721241
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2024,123.3150109
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2025,134.1111876
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2026,146.0901014
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2027,159.3987816
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2028,174.2044301
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2029,190.6974204
Asia Pacific,India,Distribution Channel,Specialty Stores,0.09,2030,209.0947744
Asia Pacific,India,Distribution Channel,Online,0.11,2017,72.44431394
Asia Pacific,India,Distribution Channel,Online,0.11,2018,79.83729159
Asia Pacific,India,Distribution Channel,Online,0.11,2019,88.14411193
Asia Pacific,India,Distribution Channel,Online,0.11,2020,82.70222849
Asia Pacific,India,Distribution Channel,Online,0.11,2021,77.18252285
Asia Pacific,India,Distribution Channel,Online,0.11,2022,85.11346725
Asia Pacific,India,Distribution Channel,Online,0.11,2023,93.9714891
Asia Pacific,India,Distribution Channel,Online,0.11,2024,103.8775912
Asia Pacific,India,Distribution Channel,Online,0.11,2025,114.969964
Asia Pacific,India,Distribution Channel,Online,0.11,2026,127.406611
Asia Pacific,India,Distribution Channel,Online,0.11,2027,141.3684003
Asia Pacific,India,Distribution Channel,Online,0.11,2028,157.0626171
Asia Pacific,India,Distribution Channel,Online,0.11,2029,174.7271024
Asia Pacific,India,Distribution Channel,Online,0.11,2030,194.6350812
Asia Pacific,India,Distribution Channel,Others,0.08,2017,105.8003736
Asia Pacific,India,Distribution Channel,Others,0.08,2018,112.9611397
Asia Pacific,India,Distribution Channel,Others,0.08,2019,120.7691473
Asia Pacific,India,Distribution Channel,Others,0.08,2020,91.74856996
Asia Pacific,India,Distribution Channel,Others,0.08,2021,102.2488203
Asia Pacific,India,Distribution Channel,Others,0.08,2022,109.2256196
Asia Pacific,India,Distribution Channel,Others,0.08,2023,117.6409454
Asia Pacific,India,Distribution Channel,Others,0.08,2024,126.8933648
Asia Pacific,India,Distribution Channel,Others,0.08,2025,137.0778754
Asia Pacific,India,Distribution Channel,Others,0.08,2026,148.3014168
Asia Pacific,India,Distribution Channel,Others,0.08,2027,160.6845003
Asia Pacific,India,Distribution Channel,Others,0.08,2028,174.3630768
Asia Pacific,India,Distribution Channel,Others,0.08,2029,189.4906801
Asia Pacific,India,Distribution Channel,Others,0.08,2030,206.2408876
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2017,383.1511592
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2018,411.4555746
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2019,442.6494336
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2020,323.2284934
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2021,346.7252048
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2022,372.8789574
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2023,401.6512107
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2024,433.3424104
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2025,468.291436
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2026,506.8809636
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2027,549.5436336
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2028,596.7691506
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2029,649.1124676
Asia Pacific,Rest of Asia Pacific,Product,Spring Water,0.08,2030,707.2032291
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2017,244.7620062
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2018,264.9482763
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2019,287.3106894
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2020,211.4680821
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2021,228.6407664
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2022,247.832978
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2023,269.0625893
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2024,292.5759661
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2025,318.6524268
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2026,347.6090281
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2027,379.8060956
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2028,415.6536224
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2029,455.6186805
Asia Pacific,Rest of Asia Pacific,Product,Sparkling Water,0.09,2030,500.2340149
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2017,524.5411628
Asia Pacific,Rest of Asia Pacific,Product,Mineral Water,0.08,2018,564.0556048
